InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
183863,SKU0316,Product 316,3,2025-01-30 13:40:09,24.33,11720,France,72.99
183863,SKU0006,Product 006,4,2024-10-08 13:27:19,29.86,11720,United Kingdom,119.44
183864,SKU0050,Product 050,3,2025-03-25 15:48:17,46.01,11720,Germany,138.03
183864,SKU0124,Product 124,3,2025-02-03 07:40:59,18.06,11720,United Kingdom,54.17999999999999
183864,SKU0034,Product 034,2,2025-09-14 13:55:33,82.41,11720,Spain,164.82
183865,SKU0053,Product 053,5,2024-07-04 06:10:40,41.37,11720,United Kingdom,206.85
183865,SKU0254,Product 254,5,2024-04-28 23:09:40,28.7,11720,United Kingdom,143.5
183865,SKU0141,Product 141,2,2024-11-05 11:04:55,58.04,11720,United Kingdom,116.08
183866,SKU0336,Product 336,6,2025-03-23 20:12:15,19.05,11720,Germany,114.30000000000001
183866,SKU0054,Product 054,1,2024-07-27 22:10:05,44.33,11720,United Kingdom,44.33
183866,SKU0110,Product 110,11,2025-12-30 07:08:38,14.15,11721,Germany,155.65
183867,SKU0025,Product 025,5,2025-01-11 15:47:50,24.73,11721,Germany,123.65
183867,SKU0015,Product 015,9,2025-08-16 08:51:58,36.96,11721,United Kingdom,332.64
183867,SKU0220,Product 220,2,2025-02-03 21:26:23,26.92,11721,United Kingdom,53.84
183868,SKU0384,Product 384,5,2024-10-14 02:13:56,23.21,11721,United Kingdom,116.05000000000001
183868,SKU0160,Product 160,2,2025-09-11 15:16:10,19.37,11721,Germany,38.74
183868,SKU0218,Product 218,3,2024-04-25 09:14:00,23.43,11721,United Kingdom,70.28999999999999
183869,SKU0120,Product 120,4,2024-07-02 05:21:53,10.25,11721,United Kingdom,41.0
183869,SKU0117,Product 117,3,2025-07-13 20:23:15,28.15,11721,Belgium,84.44999999999999
183869,SKU0151,Product 151,5,2025-10-23 04:41:19,35.81,11721,United Kingdom,179.05
183870,SKU0341,Product 341,2,2024-07-31 00:16:40,25.45,11721,United Kingdom,50.9
183870,SKU0290,Product 290,4,2025-01-26 16:12:16,12.11,11721,Germany,48.44
183870,SKU0241,Product 241,6,2024-12-21 20:51:21,10.5,11721,United Kingdom,63.0
183871,SKU0013,Product 013,6,2025-06-15 13:32:47,35.59,11721,France,213.54000000000002
183871,SKU0088,Product 088,6,2024-12-31 20:38:07,7.26,11721,Spain,43.56
183871,SKU0146,Product 146,4,2025-03-23 08:11:42,15.75,11721,United Kingdom,63.0
183872,SKU0372,Product 372,2,2025-05-04 13:27:12,33.37,11721,United Kingdom,66.74
183872,SKU0308,Product 308,2,2025-08-29 06:28:15,56.42,11721,Netherlands,112.84
183872,SKU0279,Product 279,6,2024-04-11 08:43:59,19.84,11721,United Kingdom,119.03999999999999
183873,SKU0339,Product 339,8,2025-04-29 21:23:35,20.41,11721,Spain,163.28
183873,SKU0010,Product 010,3,2024-05-12 23:51:40,33.87,11721,Netherlands,101.60999999999999
183873,SKU0234,Product 234,7,2024-01-09 14:30:58,48.97,11721,United Kingdom,342.78999999999996
183874,SKU0209,Product 209,10,2025-06-07 06:23:41,12.52,11721,Ireland,125.19999999999999
183874,SKU0188,Product 188,3,2024-10-12 23:31:20,41.73,11721,United Kingdom,125.19
183874,SKU0160,Product 160,6,2025-06-07 21:58:19,45.3,11721,Spain,271.79999999999995
183875,SKU0009,Product 009,2,2025-11-16 12:00:41,11.72,11721,United Kingdom,23.44
183875,SKU0003,Product 003,9,2024-04-04 16:03:38,13.54,11721,United Kingdom,121.85999999999999
183875,SKU0072,Product 072,3,2024-11-26 12:37:13,18.33,11721,United Kingdom,54.989999999999995
183876,SKU0253,Product 253,5,2024-03-13 03:24:33,18.47,11721,United Kingdom,92.35
183876,SKU0124,Product 124,2,2025-08-28 15:55:41,36.43,11721,United Kingdom,72.86
183876,SKU0369,Product 369,2,2025-12-31 08:13:58,19.16,11722,France,38.32
183877,SKU0316,Product 316,4,2025-09-27 18:07:05,28.48,11722,United Kingdom,113.92
183877,SKU0355,Product 355,5,2025-12-27 12:08:50,17.51,11722,Ireland,87.55000000000001
183877,SKU0339,Product 339,7,2024-08-31 22:40:11,12.93,11722,United Kingdom,90.50999999999999
183878,SKU0084,Product 084,3,2024-07-22 02:44:20,14.72,11722,Australia,44.160000000000004
183878,SKU0211,Product 211,5,2025-09-18 00:10:38,50.2,11722,United Kingdom,251.0
183878,SKU0206,Product 206,3,2025-04-21 11:42:35,15.35,11722,Ireland,46.05
183879,SKU0263,Product 263,5,2024-10-02 04:58:54,33.67,11722,France,168.35000000000002
183879,SKU0116,Product 116,8,2024-06-02 07:17:11,5.97,11722,Spain,47.76
183879,SKU0288,Product 288,10,2024-01-19 09:06:46,22.6,11722,Netherlands,226.0
183880,SKU0190,Product 190,6,2024-01-28 17:14:38,26.34,11722,United Kingdom,158.04
183880,SKU0317,Product 317,4,2025-05-22 14:30:55,25.92,11722,Spain,103.68
183880,SKU0255,Product 255,2,2024-07-11 11:39:24,34.08,11722,Spain,68.16
183881,SKU0172,Product 172,3,2025-08-22 00:23:14,13.45,11722,Germany,40.349999999999994
183881,SKU0274,Product 274,3,2025-09-10 21:50:59,15.46,11722,Netherlands,46.38
183881,SKU0203,Product 203,1,2024-11-26 20:45:43,23.64,11722,United Kingdom,23.64
183882,SKU0157,Product 157,3,2024-08-07 06:15:05,12.84,11722,Belgium,38.519999999999996
183882,SKU0355,Product 355,4,2024-05-06 16:06:26,12.09,11722,United Kingdom,48.36
183882,SKU0034,Product 034,3,2024-07-06 10:03:02,26.57,11722,United Kingdom,79.71000000000001
183883,SKU0033,Product 033,4,2025-03-25 15:43:49,13.07,11722,Germany,52.28
183883,SKU0001,Product 001,3,2025-07-06 07:32:21,28.33,11722,Australia,84.99
183883,SKU0065,Product 065,2,2025-06-23 17:58:59,22.48,11722,Germany,44.96
183884,SKU0230,Product 230,4,2025-12-01 13:40:17,25.6,11722,Ireland,102.4
183884,SKU0148,Product 148,4,2025-04-23 08:13:46,21.78,11722,Australia,87.12
183884,SKU0400,Product 400,5,2025-01-06 01:54:02,28.83,11722,France,144.14999999999998
183885,SKU0322,Product 322,4,2024-09-17 17:15:25,28.16,11722,Germany,112.64
183885,SKU0008,Product 008,3,2024-09-02 21:10:03,13.21,11722,Spain,39.63
183885,SKU0310,Product 310,3,2024-09-26 05:49:03,16.31,11722,United Kingdom,48.92999999999999
183886,SKU0282,Product 282,2,2025-10-05 02:45:10,28.64,11722,United Kingdom,57.28
183886,SKU0303,Product 303,2,2025-02-05 05:36:38,9.06,11722,United Kingdom,18.12
183887,SKU0333,Product 333,5,2024-05-21 20:42:47,39.08,11723,United Kingdom,195.39999999999998
183887,SKU0281,Product 281,7,2024-01-21 23:32:39,16.01,11723,Ireland,112.07000000000001
183887,SKU0078,Product 078,4,2025-09-10 04:47:49,36.86,11723,Netherlands,147.44
183888,SKU0294,Product 294,2,2024-06-09 23:45:55,14.03,11723,Germany,28.06
183888,SKU0047,Product 047,2,2024-03-15 20:24:18,26.37,11723,United Kingdom,52.74
183888,SKU0034,Product 034,6,2024-07-30 19:15:03,57.67,11723,Ireland,346.02
183889,SKU0326,Product 326,2,2024-12-21 11:46:40,18.63,11723,United Kingdom,37.26
183889,SKU0323,Product 323,8,2025-12-02 02:25:28,57.12,11723,United Kingdom,456.96
183889,SKU0097,Product 097,2,2025-09-20 01:49:21,38.96,11723,Belgium,77.92
183890,SKU0280,Product 280,6,2025-01-22 03:31:10,40.14,11723,United Kingdom,240.84
183890,SKU0256,Product 256,3,2025-08-25 10:56:25,31.52,11723,United Kingdom,94.56
183891,SKU0202,Product 202,2,2025-07-10 07:07:45,41.1,11723,United Kingdom,82.2
183891,SKU0041,Product 041,4,2024-12-09 20:14:39,50.01,11723,France,200.04
183891,SKU0359,Product 359,4,2024-06-24 15:08:59,8.3,11723,Germany,33.2
183892,SKU0332,Product 332,4,2025-07-27 02:08:26,8.72,11723,United Kingdom,34.88
183892,SKU0205,Product 205,2,2024-11-21 12:45:12,72.2,11723,France,144.4
183892,SKU0377,Product 377,7,2024-06-22 01:43:28,30.45,11723,Ireland,213.15
183893,SKU0227,Product 227,5,2025-06-05 23:46:36,8.48,11723,United Kingdom,42.400000000000006
183893,SKU0158,Product 158,5,2025-10-07 13:34:48,49.49,11723,Australia,247.45000000000002
183894,SKU0353,Product 353,5,2025-11-16 15:03:45,16.57,11723,Germany,82.85
183894,SKU0268,Product 268,4,2025-04-15 07:17:34,14.67,11723,United Kingdom,58.68
183894,SKU0346,Product 346,1,2025-07-15 07:30:33,16.73,11723,Spain,16.73
183895,SKU0197,Product 197,3,2024-06-26 09:07:01,39.52,11723,Belgium,118.56
183895,SKU0223,Product 223,4,2024-08-24 09:11:33,32.19,11723,United Kingdom,128.76
183895,SKU0380,Product 380,8,2024-04-16 00:22:40,22.17,11723,France,177.36
183896,SKU0118,Product 118,7,2024-02-29 15:07:10,31.85,11723,France,222.95000000000002
183896,SKU0163,Product 163,5,2025-09-07 13:04:32,27.48,11723,Netherlands,137.4
183896,SKU0280,Product 280,5,2024-11-30 15:46:31,22.93,11724,United Kingdom,114.65
183897,SKU0023,Product 023,5,2025-02-09 03:38:34,8.73,11724,Belgium,43.650000000000006
183897,SKU0002,Product 002,2,2024-03-04 15:54:43,22.62,11724,United Kingdom,45.24
183897,SKU0130,Product 130,4,2024-05-14 09:38:29,13.23,11724,Ireland,52.92
183898,SKU0157,Product 157,6,2024-02-25 03:07:30,16.07,11724,Germany,96.42
183898,SKU0054,Product 054,6,2024-12-21 06:52:29,19.09,11724,France,114.53999999999999
183898,SKU0070,Product 070,3,2025-02-28 00:12:55,14.16,11724,United Kingdom,42.480000000000004
183899,SKU0199,Product 199,4,2024-04-02 14:22:34,13.36,11724,United Kingdom,53.44
183899,SKU0031,Product 031,3,2025-06-01 11:51:44,23.09,11724,United Kingdom,69.27
183899,SKU0366,Product 366,1,2024-03-17 05:47:04,23.95,11724,United Kingdom,23.95
183900,SKU0053,Product 053,3,2025-09-05 02:05:06,19.42,11724,Germany,58.260000000000005
183900,SKU0015,Product 015,4,2025-11-03 10:28:14,15.83,11724,Spain,63.32
183900,SKU0096,Product 096,4,2025-04-12 13:23:12,15.35,11724,Belgium,61.4
183901,SKU0204,Product 204,4,2025-06-18 05:46:54,14.72,11724,Netherlands,58.88
183901,SKU0366,Product 366,8,2024-06-30 11:02:22,9.79,11724,United Kingdom,78.32
183902,SKU0232,Product 232,4,2025-11-04 01:49:08,29.14,11724,United Kingdom,116.56
183902,SKU0090,Product 090,2,2025-10-06 10:52:19,16.95,11724,United Kingdom,33.9
183902,SKU0197,Product 197,2,2025-05-23 12:12:25,31.93,11724,Germany,63.86
183903,SKU0118,Product 118,4,2025-12-31 08:29:24,36.84,11724,United Kingdom,147.36
183903,SKU0111,Product 111,7,2024-08-09 05:44:32,27.5,11724,United Kingdom,192.5
183903,SKU0262,Product 262,5,2025-10-08 07:54:57,22.13,11724,Ireland,110.64999999999999
183904,SKU0185,Product 185,4,2024-01-25 17:50:02,39.87,11724,Netherlands,159.48
183904,SKU0057,Product 057,3,2025-06-30 07:16:27,15.7,11724,United Kingdom,47.099999999999994
183904,SKU0145,Product 145,2,2024-07-30 06:30:50,16.0,11724,Netherlands,32.0
183905,SKU0306,Product 306,3,2025-12-04 14:26:13,13.06,11724,France,39.18
183905,SKU0226,Product 226,4,2025-02-18 22:51:41,24.27,11724,United Kingdom,97.08
183905,SKU0166,Product 166,5,2024-05-24 10:48:32,32.68,11724,Netherlands,163.4
183906,SKU0074,Product 074,3,2024-08-18 17:26:02,47.38,11724,Spain,142.14000000000001
183906,SKU0083,Product 083,3,2025-10-03 13:38:45,46.61,11724,France,139.82999999999998
183906,SKU0233,Product 233,1,2025-08-11 06:15:46,15.6,11725,Netherlands,15.6
183907,SKU0010,Product 010,2,2024-09-19 19:51:19,22.05,11725,France,44.1
183907,SKU0293,Product 293,4,2024-07-10 09:52:10,13.38,11725,United Kingdom,53.52
183907,SKU0243,Product 243,4,2024-01-24 08:36:34,12.36,11725,United Kingdom,49.44
183908,SKU0228,Product 228,3,2024-01-24 01:28:12,9.99,11725,France,29.97
183908,SKU0091,Product 091,2,2024-08-29 14:51:14,10.32,11725,United Kingdom,20.64
183909,SKU0106,Product 106,5,2024-05-17 17:33:01,13.89,11725,France,69.45
183909,SKU0155,Product 155,3,2024-01-15 17:43:11,9.49,11725,United Kingdom,28.47
183909,SKU0256,Product 256,3,2025-07-23 08:34:00,19.98,11725,France,59.94
183910,SKU0230,Product 230,5,2025-10-04 17:58:07,18.44,11725,Ireland,92.2
183910,SKU0256,Product 256,5,2025-10-17 10:08:21,28.67,11725,United Kingdom,143.35000000000002
183910,SKU0186,Product 186,2,2025-09-03 07:08:31,12.83,11725,United Kingdom,25.66
183911,SKU0254,Product 254,4,2024-04-03 01:03:20,42.74,11725,United Kingdom,170.96
183911,SKU0389,Product 389,3,2024-04-30 14:03:05,11.97,11725,Australia,35.910000000000004
183911,SKU0331,Product 331,3,2025-09-09 00:50:23,14.48,11725,United Kingdom,43.44
183912,SKU0094,Product 094,5,2024-01-12 23:48:07,18.34,11725,United Kingdom,91.7
183912,SKU0137,Product 137,4,2025-07-06 05:09:46,20.31,11725,United Kingdom,81.24
183912,SKU0228,Product 228,2,2024-04-02 04:47:41,19.39,11725,France,38.78
183913,SKU0206,Product 206,6,2024-02-08 07:45:14,17.99,11725,United Kingdom,107.94
183913,SKU0391,Product 391,2,2025-07-24 07:25:31,13.4,11725,Germany,26.8
183913,SKU0121,Product 121,3,2025-06-18 17:02:34,19.05,11725,United Kingdom,57.150000000000006
183914,SKU0139,Product 139,4,2024-03-03 13:56:45,31.58,11725,United Kingdom,126.32
183914,SKU0256,Product 256,5,2024-01-29 02:08:29,23.53,11725,United Kingdom,117.65
183914,SKU0335,Product 335,4,2025-10-07 11:11:47,32.45,11725,Netherlands,129.8
183915,SKU0191,Product 191,2,2024-07-10 08:56:02,35.34,11725,United Kingdom,70.68
183915,SKU0244,Product 244,3,2025-12-09 12:25:11,9.13,11725,United Kingdom,27.39
183915,SKU0363,Product 363,3,2025-01-23 14:39:02,36.72,11725,Germany,110.16
183916,SKU0215,Product 215,3,2025-12-16 23:14:05,37.61,11725,Australia,112.83
183916,SKU0316,Product 316,5,2025-10-26 20:25:45,27.13,11725,United Kingdom,135.65
183916,SKU0046,Product 046,8,2025-03-26 11:26:39,29.09,11726,United Kingdom,232.72
183917,SKU0353,Product 353,3,2024-03-18 08:32:59,16.19,11726,United Kingdom,48.57000000000001
183917,SKU0127,Product 127,2,2025-10-17 14:57:55,13.51,11726,United Kingdom,27.02
183917,SKU0204,Product 204,6,2024-09-11 05:14:09,20.55,11726,Germany,123.30000000000001
183918,SKU0230,Product 230,2,2024-07-03 05:58:41,33.8,11726,United Kingdom,67.6
183918,SKU0204,Product 204,10,2025-02-25 23:57:08,75.78,11726,United Kingdom,757.8
183919,SKU0247,Product 247,4,2025-06-25 17:44:36,18.29,11726,United Kingdom,73.16
183919,SKU0132,Product 132,2,2024-07-12 16:26:46,24.47,11726,Netherlands,48.94
183919,SKU0266,Product 266,7,2025-10-31 08:40:53,44.39,11726,United Kingdom,310.73
183920,SKU0009,Product 009,4,2024-03-13 04:32:05,16.73,11726,United Kingdom,66.92
183920,SKU0091,Product 091,3,2024-12-08 13:14:50,40.13,11726,United Kingdom,120.39000000000001
183920,SKU0356,Product 356,4,2025-12-03 22:14:05,11.58,11726,United Kingdom,46.32
183921,SKU0207,Product 207,3,2025-09-06 19:36:10,11.19,11726,Spain,33.57
183921,SKU0385,Product 385,5,2025-08-22 19:33:52,33.75,11726,Netherlands,168.75
183921,SKU0257,Product 257,2,2025-03-27 08:05:32,91.04,11726,United Kingdom,182.08
183922,SKU0357,Product 357,4,2025-02-20 17:13:52,26.2,11726,France,104.8
183922,SKU0110,Product 110,7,2024-05-29 06:36:06,13.53,11726,France,94.71
183922,SKU0272,Product 272,4,2024-08-05 05:45:13,22.68,11726,Belgium,90.72
183923,SKU0145,Product 145,5,2025-02-27 00:33:34,18.49,11726,United Kingdom,92.44999999999999
183923,SKU0058,Product 058,5,2024-08-12 07:36:18,16.57,11726,France,82.85
183923,SKU0060,Product 060,6,2024-08-17 06:45:46,29.75,11726,United Kingdom,178.5
183924,SKU0363,Product 363,5,2025-05-11 01:18:28,38.49,11726,France,192.45000000000002
183924,SKU0161,Product 161,3,2025-05-29 20:22:52,25.99,11726,France,77.97
183924,SKU0296,Product 296,7,2024-12-28 06:28:54,18.37,11726,Netherlands,128.59
183925,SKU0360,Product 360,6,2024-07-26 21:31:59,12.62,11726,United Kingdom,75.72
183925,SKU0166,Product 166,9,2024-05-08 14:36:38,57.52,11726,Australia,517.6800000000001
183925,SKU0237,Product 237,6,2024-07-11 07:07:34,10.42,11726,United Kingdom,62.519999999999996
183926,SKU0062,Product 062,2,2024-08-29 14:14:30,23.59,11726,United Kingdom,47.18
183926,SKU0118,Product 118,4,2025-11-22 23:26:17,22.88,11726,France,91.52
183926,SKU0138,Product 138,3,2024-08-23 18:00:57,5.65,11727,Netherlands,16.950000000000003
183927,SKU0336,Product 336,2,2025-10-26 23:51:15,29.55,11727,United Kingdom,59.1
183927,SKU0165,Product 165,6,2025-01-28 16:55:49,10.06,11727,United Kingdom,60.36
183927,SKU0067,Product 067,7,2024-11-26 07:28:03,43.47,11727,United Kingdom,304.28999999999996
183928,SKU0290,Product 290,4,2024-07-14 00:45:34,30.24,11727,United Kingdom,120.96
183928,SKU0033,Product 033,9,2025-07-13 00:33:15,13.14,11727,United Kingdom,118.26
183928,SKU0272,Product 272,2,2025-09-07 01:28:08,30.81,11727,France,61.62
183929,SKU0145,Product 145,1,2025-12-18 17:37:13,7.32,11727,United Kingdom,7.32
183929,SKU0352,Product 352,2,2025-08-22 20:19:36,13.23,11727,United Kingdom,26.46
183929,SKU0064,Product 064,3,2024-03-05 01:41:44,11.45,11727,Belgium,34.349999999999994
183930,SKU0123,Product 123,4,2025-10-04 06:28:05,50.18,11727,Netherlands,200.72
183930,SKU0389,Product 389,4,2025-03-19 01:13:23,15.37,11727,United Kingdom,61.48
183930,SKU0105,Product 105,6,2025-01-10 21:47:48,14.68,11727,Netherlands,88.08
183931,SKU0096,Product 096,1,2024-07-04 15:11:10,10.22,11727,Belgium,10.22
183931,SKU0320,Product 320,3,2025-01-05 14:20:34,32.74,11727,Australia,98.22
183931,SKU0008,Product 008,6,2025-08-07 21:26:12,15.12,11727,Netherlands,90.72
183932,SKU0323,Product 323,2,2025-03-06 21:26:04,10.11,11727,United Kingdom,20.22
183932,SKU0314,Product 314,5,2024-03-15 01:03:02,42.83,11727,United Kingdom,214.14999999999998
183932,SKU0236,Product 236,3,2025-07-06 12:23:30,13.59,11727,United Kingdom,40.769999999999996
183933,SKU0365,Product 365,1,2025-07-30 17:20:43,32.3,11727,United Kingdom,32.3
183933,SKU0397,Product 397,2,2025-05-06 15:03:50,21.56,11727,Germany,43.12
183933,SKU0183,Product 183,3,2024-05-26 17:54:05,9.68,11727,United Kingdom,29.04
183934,SKU0010,Product 010,1,2024-08-03 04:24:41,23.59,11727,United Kingdom,23.59
183934,SKU0330,Product 330,4,2024-11-29 05:30:14,27.84,11727,United Kingdom,111.36
183934,SKU0340,Product 340,6,2025-09-27 23:58:17,24.09,11727,United Kingdom,144.54
183935,SKU0043,Product 043,4,2025-08-17 04:20:35,27.12,11727,Netherlands,108.48
183935,SKU0319,Product 319,3,2024-03-10 09:02:16,9.17,11727,United Kingdom,27.509999999999998
183935,SKU0388,Product 388,4,2024-02-19 23:29:57,14.53,11727,Ireland,58.12
183936,SKU0079,Product 079,3,2025-11-09 04:28:06,27.8,11727,France,83.4
183936,SKU0368,Product 368,5,2025-09-23 18:52:46,15.75,11728,Australia,78.75
183937,SKU0180,Product 180,5,2024-06-07 07:25:14,26.58,11728,United Kingdom,132.89999999999998
183937,SKU0048,Product 048,5,2025-10-31 19:57:12,24.67,11728,Netherlands,123.35000000000001
183937,SKU0070,Product 070,8,2025-01-01 05:27:59,40.22,11728,United Kingdom,321.76
183938,SKU0289,Product 289,2,2024-08-17 19:34:10,27.89,11728,Australia,55.78
183938,SKU0174,Product 174,6,2025-06-20 06:43:33,16.45,11728,United Kingdom,98.69999999999999
183938,SKU0235,Product 235,4,2024-02-20 01:21:20,33.45,11728,United Kingdom,133.8
183939,SKU0274,Product 274,3,2024-03-31 11:23:59,16.43,11728,United Kingdom,49.29
183939,SKU0193,Product 193,5,2024-07-06 03:26:41,24.98,11728,United Kingdom,124.9
183939,SKU0287,Product 287,3,2025-03-20 06:50:26,40.12,11728,United Kingdom,120.35999999999999
183940,SKU0332,Product 332,2,2025-09-04 19:16:22,31.03,11728,United Kingdom,62.06
183940,SKU0172,Product 172,2,2025-01-11 05:11:57,34.36,11728,Netherlands,68.72
183940,SKU0086,Product 086,3,2024-11-17 10:03:04,29.41,11728,United Kingdom,88.23
183941,SKU0047,Product 047,5,2025-03-04 21:00:41,25.85,11728,France,129.25
183941,SKU0218,Product 218,5,2024-01-09 08:18:39,29.03,11728,United Kingdom,145.15
183941,SKU0237,Product 237,5,2025-04-29 09:30:53,23.58,11728,United Kingdom,117.89999999999999
183942,SKU0212,Product 212,6,2025-08-11 06:40:14,17.21,11728,France,103.26
183942,SKU0131,Product 131,5,2024-11-03 09:45:04,12.69,11728,France,63.449999999999996
183943,SKU0119,Product 119,3,2024-08-06 07:35:23,42.08,11728,United Kingdom,126.24
183943,SKU0331,Product 331,7,2025-11-15 15:17:13,25.81,11728,France,180.67
183943,SKU0293,Product 293,5,2024-05-14 00:38:22,34.71,11728,Spain,173.55
183944,SKU0059,Product 059,3,2024-04-10 09:24:23,34.23,11728,United Kingdom,102.69
183944,SKU0053,Product 053,3,2025-11-17 09:52:25,17.6,11728,United Kingdom,52.800000000000004
183944,SKU0344,Product 344,6,2025-01-05 04:28:32,31.95,11728,United Kingdom,191.7
183945,SKU0097,Product 097,3,2024-10-20 14:27:26,35.35,11728,Germany,106.05000000000001
183945,SKU0340,Product 340,2,2025-08-19 19:58:36,38.27,11728,United Kingdom,76.54
183945,SKU0368,Product 368,5,2024-07-25 04:05:10,19.48,11728,United Kingdom,97.4
183946,SKU0100,Product 100,2,2024-08-04 09:17:01,17.38,11728,United Kingdom,34.76
183946,SKU0028,Product 028,6,2024-02-08 23:42:59,26.96,11728,United Kingdom,161.76
183946,SKU0237,Product 237,6,2025-01-13 10:32:55,36.15,11729,United Kingdom,216.89999999999998
183947,SKU0238,Product 238,6,2025-07-03 23:33:56,14.1,11729,United Kingdom,84.6
183947,SKU0113,Product 113,2,2025-12-22 13:28:42,26.16,11729,United Kingdom,52.32
183947,SKU0116,Product 116,6,2025-01-20 18:33:20,15.45,11729,United Kingdom,92.69999999999999
183948,SKU0202,Product 202,6,2024-02-24 09:31:02,25.88,11729,United Kingdom,155.28
183948,SKU0042,Product 042,5,2024-05-19 15:04:27,13.54,11729,United Kingdom,67.69999999999999
183948,SKU0083,Product 083,6,2024-07-24 07:15:25,11.37,11729,United Kingdom,68.22
183949,SKU0392,Product 392,5,2025-10-15 04:08:03,25.08,11729,Belgium,125.39999999999999
183949,SKU0049,Product 049,3,2025-02-28 15:54:25,14.78,11729,United Kingdom,44.339999999999996
183949,SKU0275,Product 275,3,2025-11-13 12:42:40,24.81,11729,United Kingdom,74.42999999999999
183950,SKU0221,Product 221,2,2025-09-09 08:03:37,36.14,11729,United Kingdom,72.28
183950,SKU0069,Product 069,4,2025-10-05 11:42:14,32.17,11729,Spain,128.68
183950,SKU0074,Product 074,5,2024-07-23 21:05:21,10.24,11729,United Kingdom,51.2
183951,SKU0192,Product 192,8,2025-02-14 04:47:00,70.49,11729,France,563.92
183951,SKU0167,Product 167,4,2024-02-14 22:11:12,76.99,11729,Netherlands,307.96
183951,SKU0033,Product 033,6,2024-09-29 18:23:19,28.17,11729,United Kingdom,169.02
183952,SKU0149,Product 149,2,2024-08-16 19:12:21,50.24,11729,United Kingdom,100.48
183952,SKU0171,Product 171,9,2024-04-28 05:23:01,115.25,11729,United Kingdom,1037.25
183952,SKU0100,Product 100,5,2024-02-15 18:39:52,49.01,11729,Germany,245.04999999999998
183953,SKU0127,Product 127,5,2024-10-02 02:38:55,14.4,11729,United Kingdom,72.0
183953,SKU0041,Product 041,3,2024-02-21 19:23:35,21.79,11729,United Kingdom,65.37
183953,SKU0224,Product 224,4,2025-03-23 21:29:48,10.77,11729,Australia,43.08
183954,SKU0084,Product 084,4,2024-07-21 21:21:55,14.01,11729,France,56.04
183954,SKU0387,Product 387,6,2024-06-14 20:39:19,6.01,11729,Spain,36.06
183954,SKU0365,Product 365,5,2024-03-21 14:24:50,29.08,11729,United Kingdom,145.39999999999998
183955,SKU0110,Product 110,3,2024-12-05 16:20:36,20.78,11729,Netherlands,62.34
183955,SKU0179,Product 179,5,2024-05-03 16:34:15,45.82,11729,Ireland,229.1
183956,SKU0280,Product 280,6,2025-12-21 10:34:32,23.55,11729,Ireland,141.3
183956,SKU0286,Product 286,4,2025-06-18 00:41:38,23.07,11729,Germany,92.28
183956,SKU0256,Product 256,4,2024-03-25 06:10:40,6.47,11730,United Kingdom,25.88
183957,SKU0354,Product 354,3,2024-03-07 03:19:04,6.29,11730,United Kingdom,18.87
183957,SKU0165,Product 165,1,2025-10-01 20:18:10,36.85,11730,United Kingdom,36.85
183957,SKU0366,Product 366,2,2025-09-25 16:23:55,47.54,11730,United Kingdom,95.08
183958,SKU0123,Product 123,4,2024-09-22 08:38:37,30.16,11730,Belgium,120.64
183958,SKU0237,Product 237,4,2024-11-29 02:54:32,11.34,11730,Germany,45.36
183958,SKU0269,Product 269,6,2024-10-02 22:44:12,31.16,11730,Germany,186.96
183959,SKU0291,Product 291,4,2025-03-01 11:15:22,14.98,11730,Germany,59.92
183959,SKU0242,Product 242,3,2024-06-01 23:47:55,16.28,11730,Germany,48.84
183959,SKU0075,Product 075,5,2025-11-18 06:50:10,16.62,11730,United Kingdom,83.10000000000001
183960,SKU0357,Product 357,4,2024-10-22 13:13:28,49.78,11730,United Kingdom,199.12
183960,SKU0363,Product 363,7,2024-05-02 01:22:24,32.91,11730,United Kingdom,230.36999999999998
183960,SKU0218,Product 218,4,2024-08-08 14:17:02,20.46,11730,United Kingdom,81.84
183961,SKU0008,Product 008,4,2025-10-08 17:36:36,28.26,11730,Spain,113.04
183961,SKU0112,Product 112,5,2024-07-30 19:02:46,17.23,11730,United Kingdom,86.15
183961,SKU0291,Product 291,3,2025-08-11 21:58:01,10.13,11730,United Kingdom,30.39
183962,SKU0192,Product 192,4,2025-07-13 04:05:49,32.46,11730,United Kingdom,129.84
183962,SKU0118,Product 118,6,2025-12-27 08:35:07,31.29,11730,Ireland,187.74
183962,SKU0214,Product 214,6,2024-04-21 12:43:58,64.67,11730,Spain,388.02
183963,SKU0085,Product 085,4,2024-10-14 15:33:28,21.27,11730,United Kingdom,85.08
183963,SKU0257,Product 257,6,2025-09-06 03:52:30,15.87,11730,United Kingdom,95.22
183963,SKU0322,Product 322,3,2024-04-02 01:28:14,29.93,11730,Belgium,89.78999999999999
183964,SKU0197,Product 197,4,2024-01-26 11:21:20,8.02,11730,United Kingdom,32.08
183964,SKU0161,Product 161,6,2024-01-11 04:07:23,23.37,11730,Germany,140.22
183965,SKU0284,Product 284,3,2025-08-02 00:25:02,46.15,11730,Australia,138.45
183965,SKU0222,Product 222,5,2024-09-12 11:27:18,20.61,11730,United Kingdom,103.05
183965,SKU0167,Product 167,6,2024-04-09 21:15:38,23.55,11730,Germany,141.3
183966,SKU0288,Product 288,2,2025-05-29 11:57:07,25.93,11730,United Kingdom,51.86
